2025/05/10 23:45:53 Running in pod
2025/05/10 23:45:54 Connected to vCenter: wv-qa-vc.wv.mentorg.com
2025/05/10 23:45:54 Connected to OpenStack
2025/05/10 23:45:54 VCenter Thumbprint: c6:d4:67:f5:6c:74:c8:66:63:66:94:03:cc:e9:58:65:3b:d5:47:f5
2025/05/10 23:45:54 Creating volumes in OpenStack
Volume created successfully %s available
Volume created successfully %s available
2025/05/10 23:46:05 Volumes created successfully
2025/05/10 23:46:05 CBT Enabled: true
2025/05/10 23:46:05 Starting NBD server
2025/05/10 23:46:07 Copying disk 0, Completed: 0%
2025/05/11 00:00:05 Copying disk 0, Completed: 36%
2025/05/11 00:00:06 Copying disk 0, Completed: 36%
2025/05/11 00:00:06 Copying disk 0, Completed: 36%
2025/05/11 00:00:07 Copying disk 0, Completed: 36%
2025/05/11 00:00:08 Copying disk 0, Completed: 36%
2025/05/11 00:00:08 Copying disk 0, Completed: 36%
2025/05/11 00:00:09 Copying disk 0, Completed: 36%
2025/05/11 00:00:09 Copying disk 0, Completed: 36%
2025/05/11 00:00:10 Copying disk 0, Completed: 36%
2025/05/11 00:00:10 Copying disk 0, Completed: 36%
2025/05/11 00:00:11 Copying disk 0, Completed: 36%
2025/05/11 00:00:11 Copying disk 0, Completed: 36%
2025/05/11 00:00:12 Copying disk 0, Completed: 36%
2025/05/11 00:00:12 Copying disk 0, Completed: 37%
2025/05/11 00:00:13 Copying disk 0, Completed: 37%
2025/05/11 00:00:13 Copying disk 0, Completed: 37%
2025/05/11 00:00:14 Copying disk 0, Completed: 37%
2025/05/11 00:00:14 Copying disk 0, Completed: 37%
2025/05/11 00:00:15 Copying disk 0, Completed: 37%
2025/05/11 00:00:16 Copying disk 0, Completed: 37%
2025/05/11 00:00:16 Copying disk 0, Completed: 37%
2025/05/11 00:00:17 Copying disk 0, Completed: 37%
2025/05/11 00:00:17 Copying disk 0, Completed: 37%
2025/05/11 00:00:18 Copying disk 0, Completed: 37%
2025/05/11 00:00:18 Copying disk 0, Completed: 37%
2025/05/11 00:00:19 Copying disk 0, Completed: 37%
2025/05/11 00:00:19 Copying disk 0, Completed: 37%
2025/05/11 00:00:20 Copying disk 0, Completed: 37%
2025/05/11 00:00:20 Copying disk 0, Completed: 37%
2025/05/11 00:00:21 Copying disk 0, Completed: 37%
2025/05/11 00:00:21 Copying disk 0, Completed: 37%
2025/05/11 00:00:22 Copying disk 0, Completed: 37%
2025/05/11 00:00:22 Copying disk 0, Completed: 37%
2025/05/11 00:00:23 Copying disk 0, Completed: 37%
2025/05/11 00:00:24 Copying disk 0, Completed: 37%
2025/05/11 00:00:24 Copying disk 0, Completed: 37%
2025/05/11 00:00:25 Copying disk 0, Completed: 37%
2025/05/11 00:00:25 Copying disk 0, Completed: 37%
2025/05/11 00:00:26 Copying disk 0, Completed: 37%
2025/05/11 00:00:26 Copying disk 0, Completed: 37%
2025/05/11 00:00:27 Copying disk 0, Completed: 37%
2025/05/11 00:00:27 Copying disk 0, Completed: 37%
2025/05/11 00:00:28 Copying disk 0, Completed: 37%
2025/05/11 00:00:28 Copying disk 0, Completed: 37%
2025/05/11 00:00:29 Copying disk 0, Completed: 37%
2025/05/11 00:00:29 Copying disk 0, Completed: 37%
2025/05/11 00:00:30 Copying disk 0, Completed: 37%
2025/05/11 00:00:30 Copying disk 0, Completed: 37%
2025/05/11 00:00:31 Copying disk 0, Completed: 37%
2025/05/11 00:00:32 Copying disk 0, Completed: 37%
2025/05/11 00:00:32 Copying disk 0, Completed: 37%
2025/05/11 00:00:33 Copying disk 0, Completed: 37%
2025/05/11 00:00:33 Copying disk 0, Completed: 37%
2025/05/11 00:00:34 Copying disk 0, Completed: 37%
2025/05/11 00:00:34 Copying disk 0, Completed: 38%
2025/05/11 00:00:35 Copying disk 0, Completed: 38%
2025/05/11 00:00:35 Copying disk 0, Completed: 38%
2025/05/11 00:00:36 Copying disk 0, Completed: 38%
2025/05/11 00:00:36 Copying disk 0, Completed: 38%
2025/05/11 00:00:37 Copying disk 0, Completed: 38%
2025/05/11 00:00:37 Copying disk 0, Completed: 38%
2025/05/11 00:00:38 Copying disk 0, Completed: 38%
2025/05/11 00:00:38 Copying disk 0, Completed: 38%
2025/05/11 00:00:39 Copying disk 0, Completed: 38%
2025/05/11 00:00:39 Copying disk 0, Completed: 38%
2025/05/11 00:00:40 Copying disk 0, Completed: 38%
2025/05/11 00:00:40 Copying disk 0, Completed: 38%
2025/05/11 00:00:41 Copying disk 0, Completed: 38%
2025/05/11 00:00:41 Copying disk 0, Completed: 38%
2025/05/11 00:00:42 Copying disk 0, Completed: 38%
2025/05/11 00:00:43 Copying disk 0, Completed: 38%
2025/05/11 00:00:43 Copying disk 0, Completed: 38%
2025/05/11 00:00:44 Copying disk 0, Completed: 38%
2025/05/11 00:00:44 Copying disk 0, Completed: 38%
2025/05/11 00:00:45 Copying disk 0, Completed: 38%
2025/05/11 00:00:45 Copying disk 0, Completed: 38%
2025/05/11 00:00:45 Copying disk 0, Completed: 38%
2025/05/11 00:00:46 Copying disk 0, Completed: 38%
2025/05/11 00:00:47 Copying disk 0, Completed: 38%
2025/05/11 00:00:47 Copying disk 0, Completed: 38%
2025/05/11 00:00:48 Copying disk 0, Completed: 38%
2025/05/11 00:00:48 Copying disk 0, Completed: 38%
2025/05/11 00:00:49 Copying disk 0, Completed: 38%
2025/05/11 00:00:49 Copying disk 0, Completed: 38%
2025/05/11 00:00:50 Copying disk 0, Completed: 38%
2025/05/11 00:00:50 Copying disk 0, Completed: 38%
2025/05/11 00:00:51 Copying disk 0, Completed: 38%
2025/05/11 00:00:51 Copying disk 0, Completed: 38%
2025/05/11 00:00:52 Copying disk 0, Completed: 38%
2025/05/11 00:00:52 Copying disk 0, Completed: 38%
2025/05/11 00:00:53 Copying disk 0, Completed: 38%
2025/05/11 00:00:53 Copying disk 0, Completed: 38%
2025/05/11 00:00:54 Copying disk 0, Completed: 38%
2025/05/11 00:00:54 Copying disk 0, Completed: 38%
2025/05/11 00:00:55 Copying disk 0, Completed: 38%
2025/05/11 00:00:55 Copying disk 0, Completed: 39%
2025/05/11 00:00:56 Copying disk 0, Completed: 39%
2025/05/11 00:00:56 Copying disk 0, Completed: 39%
2025/05/11 00:00:57 Copying disk 0, Completed: 39%
2025/05/11 00:00:57 Copying disk 0, Completed: 39%
2025/05/11 00:00:58 Copying disk 0, Completed: 39%
2025/05/11 00:00:58 Copying disk 0, Completed: 39%
2025/05/11 00:00:59 Copying disk 0, Completed: 39%
2025/05/11 00:00:59 Copying disk 0, Completed: 39%
2025/05/11 00:01:00 Copying disk 0, Completed: 39%
2025/05/11 00:01:00 Copying disk 0, Completed: 39%
2025/05/11 00:01:01 Copying disk 0, Completed: 39%
2025/05/11 00:01:01 Copying disk 0, Completed: 39%
2025/05/11 00:01:02 Copying disk 0, Completed: 39%
2025/05/11 00:01:02 Copying disk 0, Completed: 39%
2025/05/11 00:01:03 Copying disk 0, Completed: 39%
2025/05/11 00:01:03 Copying disk 0, Completed: 39%
2025/05/11 00:01:04 Copying disk 0, Completed: 39%
2025/05/11 00:01:04 Copying disk 0, Completed: 39%
2025/05/11 00:01:05 Copying disk 0, Completed: 39%
2025/05/11 00:01:05 Copying disk 0, Completed: 39%
2025/05/11 00:01:06 Copying disk 0, Completed: 39%
2025/05/11 00:01:06 Copying disk 0, Completed: 39%
2025/05/11 00:01:07 Copying disk 0, Completed: 39%
2025/05/11 00:01:07 Copying disk 0, Completed: 39%
2025/05/11 00:01:07 Copying disk 0, Completed: 39%
2025/05/11 00:01:08 Copying disk 0, Completed: 39%
2025/05/11 00:01:08 Copying disk 0, Completed: 39%
2025/05/11 00:01:09 Copying disk 0, Completed: 39%
2025/05/11 00:01:09 Copying disk 0, Completed: 39%
2025/05/11 00:01:10 Copying disk 0, Completed: 39%
2025/05/11 00:01:10 Copying disk 0, Completed: 39%
2025/05/11 00:01:11 Copying disk 0, Completed: 39%
2025/05/11 00:01:11 Copying disk 0, Completed: 39%
2025/05/11 00:01:12 Copying disk 0, Completed: 39%
2025/05/11 00:01:12 Copying disk 0, Completed: 39%
2025/05/11 00:01:13 Copying disk 0, Completed: 39%
2025/05/11 00:01:13 Copying disk 0, Completed: 39%
2025/05/11 00:01:14 Copying disk 0, Completed: 39%
2025/05/11 00:01:14 Copying disk 0, Completed: 39%
2025/05/11 00:01:15 Copying disk 0, Completed: 39%
2025/05/11 00:01:15 Copying disk 0, Completed: 40%
2025/05/11 00:01:16 Copying disk 0, Completed: 40%
2025/05/11 00:01:16 Copying disk 0, Completed: 40%
2025/05/11 00:01:17 Copying disk 0, Completed: 40%
2025/05/11 00:01:17 Copying disk 0, Completed: 40%
2025/05/11 00:01:17 Copying disk 0, Completed: 40%
2025/05/11 00:01:18 Copying disk 0, Completed: 40%
2025/05/11 00:01:18 Copying disk 0, Completed: 40%
2025/05/11 00:01:19 Copying disk 0, Completed: 40%
2025/05/11 00:01:19 Copying disk 0, Completed: 40%
2025/05/11 00:01:20 Copying disk 0, Completed: 40%
2025/05/11 00:01:20 Copying disk 0, Completed: 40%
2025/05/11 00:01:21 Copying disk 0, Completed: 40%
2025/05/11 00:01:21 Copying disk 0, Completed: 40%
2025/05/11 00:01:22 Copying disk 0, Completed: 40%
2025/05/11 00:01:22 Copying disk 0, Completed: 40%
2025/05/11 00:01:23 Copying disk 0, Completed: 40%
2025/05/11 00:01:23 Copying disk 0, Completed: 40%
2025/05/11 00:01:24 Copying disk 0, Completed: 40%
2025/05/11 00:01:24 Copying disk 0, Completed: 40%
2025/05/11 00:01:25 Copying disk 0, Completed: 40%
2025/05/11 00:01:25 Copying disk 0, Completed: 40%
2025/05/11 00:01:26 Copying disk 0, Completed: 40%
2025/05/11 00:01:26 Copying disk 0, Completed: 40%
2025/05/11 00:01:27 Copying disk 0, Completed: 40%
2025/05/11 00:01:27 Copying disk 0, Completed: 40%
2025/05/11 00:01:28 Copying disk 0, Completed: 40%
2025/05/11 00:01:28 Copying disk 0, Completed: 40%
2025/05/11 00:01:29 Copying disk 0, Completed: 40%
2025/05/11 00:01:29 Copying disk 0, Completed: 40%
2025/05/11 00:01:30 Copying disk 0, Completed: 40%
2025/05/11 00:01:30 Copying disk 0, Completed: 40%
2025/05/11 00:01:31 Copying disk 0, Completed: 40%
2025/05/11 00:01:31 Copying disk 0, Completed: 40%
2025/05/11 00:01:32 Copying disk 0, Completed: 40%
2025/05/11 00:01:32 Copying disk 0, Completed: 40%
2025/05/11 00:01:33 Copying disk 0, Completed: 40%
2025/05/11 00:01:33 Copying disk 0, Completed: 40%
2025/05/11 00:01:34 Copying disk 0, Completed: 40%
2025/05/11 00:01:34 Copying disk 0, Completed: 40%
2025/05/11 00:01:35 Copying disk 0, Completed: 40%
2025/05/11 00:01:35 Copying disk 0, Completed: 41%
2025/05/11 00:01:36 Copying disk 0, Completed: 41%
2025/05/11 00:01:36 Copying disk 0, Completed: 41%
2025/05/11 00:01:37 Copying disk 0, Completed: 41%
2025/05/11 00:01:37 Copying disk 0, Completed: 41%
2025/05/11 00:01:38 Copying disk 0, Completed: 41%
2025/05/11 00:01:38 Copying disk 0, Completed: 41%
2025/05/11 00:01:39 Copying disk 0, Completed: 41%
2025/05/11 00:01:39 Copying disk 0, Completed: 41%
2025/05/11 00:01:40 Copying disk 0, Completed: 41%
2025/05/11 00:01:40 Copying disk 0, Completed: 41%
2025/05/11 00:01:40 Copying disk 0, Completed: 41%
2025/05/11 00:01:41 Copying disk 0, Completed: 41%
2025/05/11 00:01:41 Copying disk 0, Completed: 41%
2025/05/11 00:01:42 Copying disk 0, Completed: 41%
2025/05/11 00:01:42 Copying disk 0, Completed: 41%
2025/05/11 00:01:43 Copying disk 0, Completed: 41%
2025/05/11 00:01:43 Copying disk 0, Completed: 41%
2025/05/11 00:01:44 Copying disk 0, Completed: 41%
2025/05/11 00:01:44 Copying disk 0, Completed: 41%
2025/05/11 00:01:45 Copying disk 0, Completed: 41%
2025/05/11 00:01:45 Copying disk 0, Completed: 41%
2025/05/11 00:01:46 Copying disk 0, Completed: 41%
2025/05/11 00:01:46 Copying disk 0, Completed: 41%
2025/05/11 00:01:47 Copying disk 0, Completed: 41%
2025/05/11 00:01:47 Copying disk 0, Completed: 41%
2025/05/11 00:01:48 Copying disk 0, Completed: 41%
2025/05/11 00:01:48 Copying disk 0, Completed: 41%
2025/05/11 00:01:49 Copying disk 0, Completed: 41%
2025/05/11 00:01:49 Copying disk 0, Completed: 41%
2025/05/11 00:01:50 Copying disk 0, Completed: 41%
2025/05/11 00:01:50 Copying disk 0, Completed: 41%
2025/05/11 00:01:51 Copying disk 0, Completed: 41%
2025/05/11 00:01:51 Copying disk 0, Completed: 41%
2025/05/11 00:01:52 Copying disk 0, Completed: 41%
2025/05/11 00:01:52 Copying disk 0, Completed: 41%
2025/05/11 00:01:53 Copying disk 0, Completed: 41%
2025/05/11 00:01:53 Copying disk 0, Completed: 41%
2025/05/11 00:01:53 Copying disk 0, Completed: 41%
2025/05/11 00:01:54 Copying disk 0, Completed: 41%
2025/05/11 00:01:54 Copying disk 0, Completed: 41%
2025/05/11 00:01:55 Copying disk 0, Completed: 42%
2025/05/11 00:01:55 Copying disk 0, Completed: 42%
2025/05/11 00:01:56 Copying disk 0, Completed: 42%
2025/05/11 00:01:56 Copying disk 0, Completed: 42%
2025/05/11 00:01:57 Copying disk 0, Completed: 42%
2025/05/11 00:01:57 Copying disk 0, Completed: 42%
2025/05/11 00:01:58 Copying disk 0, Completed: 42%
2025/05/11 00:01:58 Copying disk 0, Completed: 42%
2025/05/11 00:01:59 Copying disk 0, Completed: 42%
2025/05/11 00:01:59 Copying disk 0, Completed: 42%
2025/05/11 00:02:00 Copying disk 0, Completed: 42%
2025/05/11 00:02:00 Copying disk 0, Completed: 42%
2025/05/11 00:02:01 Copying disk 0, Completed: 42%
2025/05/11 00:02:01 Copying disk 0, Completed: 42%
2025/05/11 00:02:02 Copying disk 0, Completed: 42%
2025/05/11 00:02:02 Copying disk 0, Completed: 42%
2025/05/11 00:02:03 Copying disk 0, Completed: 42%
2025/05/11 00:02:03 Copying disk 0, Completed: 42%
2025/05/11 00:02:04 Copying disk 0, Completed: 42%
2025/05/11 00:02:04 Copying disk 0, Completed: 42%
2025/05/11 00:02:05 Copying disk 0, Completed: 42%
2025/05/11 00:02:05 Copying disk 0, Completed: 42%
2025/05/11 00:02:06 Copying disk 0, Completed: 42%
2025/05/11 00:02:06 Copying disk 0, Completed: 42%
2025/05/11 00:02:07 Copying disk 0, Completed: 42%
2025/05/11 00:02:07 Copying disk 0, Completed: 42%
2025/05/11 00:02:07 Copying disk 0, Completed: 42%
2025/05/11 00:02:08 Copying disk 0, Completed: 42%
2025/05/11 00:02:08 Copying disk 0, Completed: 42%
2025/05/11 00:02:09 Copying disk 0, Completed: 42%
2025/05/11 00:02:09 Copying disk 0, Completed: 42%
2025/05/11 00:02:10 Copying disk 0, Completed: 42%
2025/05/11 00:02:10 Copying disk 0, Completed: 42%
2025/05/11 00:02:11 Copying disk 0, Completed: 42%
2025/05/11 00:02:11 Copying disk 0, Completed: 42%
2025/05/11 00:02:12 Copying disk 0, Completed: 42%
2025/05/11 00:02:12 Copying disk 0, Completed: 42%
2025/05/11 00:02:13 Copying disk 0, Completed: 42%
2025/05/11 00:02:13 Copying disk 0, Completed: 42%
2025/05/11 00:02:14 Copying disk 0, Completed: 42%
2025/05/11 00:02:15 Copying disk 0, Completed: 42%
2025/05/11 00:02:15 Copying disk 0, Completed: 43%
2025/05/11 00:02:16 Copying disk 0, Completed: 43%
2025/05/11 00:02:16 Copying disk 0, Completed: 43%
2025/05/11 00:02:16 Copying disk 0, Completed: 43%
2025/05/11 00:02:17 Copying disk 0, Completed: 43%
2025/05/11 00:02:18 Copying disk 0, Completed: 43%
2025/05/11 00:02:18 Copying disk 0, Completed: 43%
2025/05/11 00:02:18 Copying disk 0, Completed: 43%
2025/05/11 00:02:19 Copying disk 0, Completed: 43%
2025/05/11 00:02:20 Copying disk 0, Completed: 43%
2025/05/11 00:02:20 Copying disk 0, Completed: 43%
2025/05/11 00:02:20 Copying disk 0, Completed: 43%
2025/05/11 00:02:21 Copying disk 0, Completed: 43%
2025/05/11 00:02:22 Copying disk 0, Completed: 43%
2025/05/11 00:02:22 Copying disk 0, Completed: 43%
2025/05/11 00:02:22 Copying disk 0, Completed: 43%
2025/05/11 00:02:23 Copying disk 0, Completed: 43%
2025/05/11 00:02:23 Copying disk 0, Completed: 43%
2025/05/11 00:02:24 Copying disk 0, Completed: 43%
2025/05/11 00:02:24 Copying disk 0, Completed: 43%
2025/05/11 00:02:25 Copying disk 0, Completed: 43%
2025/05/11 00:02:25 Copying disk 0, Completed: 43%
2025/05/11 00:02:26 Copying disk 0, Completed: 43%
2025/05/11 00:02:26 Copying disk 0, Completed: 43%
2025/05/11 00:02:27 Copying disk 0, Completed: 43%
2025/05/11 00:02:27 Copying disk 0, Completed: 43%
2025/05/11 00:02:28 Copying disk 0, Completed: 43%
2025/05/11 00:02:28 Copying disk 0, Completed: 43%
2025/05/11 00:02:29 Copying disk 0, Completed: 43%
2025/05/11 00:02:29 Copying disk 0, Completed: 43%
2025/05/11 00:02:30 Copying disk 0, Completed: 43%
2025/05/11 00:02:30 Copying disk 0, Completed: 43%
2025/05/11 00:02:31 Copying disk 0, Completed: 43%
2025/05/11 00:02:31 Copying disk 0, Completed: 43%
2025/05/11 00:02:32 Copying disk 0, Completed: 43%
2025/05/11 00:02:32 Copying disk 0, Completed: 43%
2025/05/11 00:02:33 Copying disk 0, Completed: 43%
2025/05/11 00:02:33 Copying disk 0, Completed: 43%
2025/05/11 00:02:34 Copying disk 0, Completed: 43%
2025/05/11 00:02:34 Copying disk 0, Completed: 43%
2025/05/11 00:02:35 Copying disk 0, Completed: 43%
2025/05/11 00:02:35 Copying disk 0, Completed: 44%
2025/05/11 00:02:36 Copying disk 0, Completed: 44%
2025/05/11 00:02:36 Copying disk 0, Completed: 44%
2025/05/11 00:02:37 Copying disk 0, Completed: 44%
2025/05/11 00:02:37 Copying disk 0, Completed: 44%
2025/05/11 00:02:38 Copying disk 0, Completed: 44%
2025/05/11 00:02:38 Copying disk 0, Completed: 44%
2025/05/11 00:02:39 Copying disk 0, Completed: 44%
2025/05/11 00:02:39 Copying disk 0, Completed: 44%
2025/05/11 00:02:40 Copying disk 0, Completed: 44%
2025/05/11 00:02:40 Copying disk 0, Completed: 44%
2025/05/11 00:02:41 Copying disk 0, Completed: 44%
2025/05/11 00:02:41 Copying disk 0, Completed: 44%
2025/05/11 00:02:42 Copying disk 0, Completed: 44%
2025/05/11 00:02:42 Copying disk 0, Completed: 44%
2025/05/11 00:02:43 Copying disk 0, Completed: 44%
2025/05/11 00:02:43 Copying disk 0, Completed: 44%
2025/05/11 00:02:44 Copying disk 0, Completed: 44%
2025/05/11 00:02:44 Copying disk 0, Completed: 44%
2025/05/11 00:02:45 Copying disk 0, Completed: 44%
2025/05/11 00:02:45 Copying disk 0, Completed: 44%
2025/05/11 00:02:46 Copying disk 0, Completed: 44%
2025/05/11 00:02:46 Copying disk 0, Completed: 44%
2025/05/11 00:02:47 Copying disk 0, Completed: 44%
2025/05/11 00:02:47 Copying disk 0, Completed: 44%
2025/05/11 00:02:48 Copying disk 0, Completed: 44%
2025/05/11 00:02:48 Copying disk 0, Completed: 44%
2025/05/11 00:02:49 Copying disk 0, Completed: 44%
2025/05/11 00:02:49 Copying disk 0, Completed: 44%
2025/05/11 00:02:50 Copying disk 0, Completed: 44%
2025/05/11 00:02:50 Copying disk 0, Completed: 44%
2025/05/11 00:02:51 Copying disk 0, Completed: 44%
2025/05/11 00:02:51 Copying disk 0, Completed: 44%
2025/05/11 00:02:52 Copying disk 0, Completed: 44%
2025/05/11 00:02:52 Copying disk 0, Completed: 44%
2025/05/11 00:02:53 Copying disk 0, Completed: 44%
2025/05/11 00:02:53 Copying disk 0, Completed: 44%
2025/05/11 00:02:54 Copying disk 0, Completed: 44%
2025/05/11 00:02:54 Copying disk 0, Completed: 44%
2025/05/11 00:02:55 Copying disk 0, Completed: 44%
2025/05/11 00:02:55 Copying disk 0, Completed: 44%
2025/05/11 00:02:56 Copying disk 0, Completed: 45%
2025/05/11 00:02:56 Copying disk 0, Completed: 45%
2025/05/11 00:02:56 Copying disk 0, Completed: 45%
2025/05/11 00:02:57 Copying disk 0, Completed: 45%
2025/05/11 00:02:57 Copying disk 0, Completed: 45%
2025/05/11 00:02:58 Copying disk 0, Completed: 45%
2025/05/11 00:02:58 Copying disk 0, Completed: 45%
2025/05/11 00:02:59 Copying disk 0, Completed: 45%
2025/05/11 00:02:59 Copying disk 0, Completed: 45%
2025/05/11 00:03:00 Copying disk 0, Completed: 45%
2025/05/11 00:03:00 Copying disk 0, Completed: 45%
2025/05/11 00:03:01 Copying disk 0, Completed: 45%
2025/05/11 00:03:01 Copying disk 0, Completed: 45%
2025/05/11 00:03:02 Copying disk 0, Completed: 45%
2025/05/11 00:03:02 Copying disk 0, Completed: 45%
2025/05/11 00:03:03 Copying disk 0, Completed: 45%
2025/05/11 00:03:03 Copying disk 0, Completed: 45%
2025/05/11 00:03:04 Copying disk 0, Completed: 45%
2025/05/11 00:03:04 Copying disk 0, Completed: 45%
2025/05/11 00:03:05 Copying disk 0, Completed: 45%
2025/05/11 00:03:05 Copying disk 0, Completed: 45%
2025/05/11 00:03:06 Copying disk 0, Completed: 45%
2025/05/11 00:03:06 Copying disk 0, Completed: 45%
2025/05/11 00:03:07 Copying disk 0, Completed: 45%
2025/05/11 00:03:07 Copying disk 0, Completed: 45%
2025/05/11 00:03:08 Copying disk 0, Completed: 45%
2025/05/11 00:03:08 Copying disk 0, Completed: 45%
2025/05/11 00:03:09 Copying disk 0, Completed: 45%
2025/05/11 00:03:09 Copying disk 0, Completed: 45%
2025/05/11 00:03:10 Copying disk 0, Completed: 45%
2025/05/11 00:03:10 Copying disk 0, Completed: 45%
2025/05/11 00:03:11 Copying disk 0, Completed: 45%
2025/05/11 00:03:11 Copying disk 0, Completed: 45%
2025/05/11 00:03:12 Copying disk 0, Completed: 45%
2025/05/11 00:03:12 Copying disk 0, Completed: 45%
2025/05/11 00:03:13 Copying disk 0, Completed: 45%
2025/05/11 00:03:13 Copying disk 0, Completed: 45%
2025/05/11 00:03:14 Copying disk 0, Completed: 45%
2025/05/11 00:03:14 Copying disk 0, Completed: 45%
2025/05/11 00:03:15 Copying disk 0, Completed: 45%
2025/05/11 00:03:15 Copying disk 0, Completed: 45%
2025/05/11 00:03:16 Copying disk 0, Completed: 46%
2025/05/11 00:03:16 Copying disk 0, Completed: 46%
2025/05/11 00:03:17 Copying disk 0, Completed: 46%
2025/05/11 00:03:17 Copying disk 0, Completed: 46%
2025/05/11 00:03:18 Copying disk 0, Completed: 46%
2025/05/11 00:03:18 Copying disk 0, Completed: 46%
2025/05/11 00:03:19 Copying disk 0, Completed: 46%
2025/05/11 00:03:19 Copying disk 0, Completed: 46%
2025/05/11 00:03:20 Copying disk 0, Completed: 46%
2025/05/11 00:03:20 Copying disk 0, Completed: 46%
2025/05/11 00:03:21 Copying disk 0, Completed: 46%
2025/05/11 00:03:21 Copying disk 0, Completed: 46%
2025/05/11 00:03:22 Copying disk 0, Completed: 46%
2025/05/11 00:03:22 Copying disk 0, Completed: 46%
2025/05/11 00:03:23 Copying disk 0, Completed: 46%
2025/05/11 00:03:23 Copying disk 0, Completed: 46%
2025/05/11 00:03:24 Copying disk 0, Completed: 46%
2025/05/11 00:03:24 Copying disk 0, Completed: 46%
2025/05/11 00:03:25 Copying disk 0, Completed: 46%
2025/05/11 00:03:25 Copying disk 0, Completed: 46%
2025/05/11 00:03:26 Copying disk 0, Completed: 46%
2025/05/11 00:03:27 Copying disk 0, Completed: 46%
2025/05/11 00:03:27 Copying disk 0, Completed: 46%
2025/05/11 00:03:28 Copying disk 0, Completed: 46%
2025/05/11 00:03:28 Copying disk 0, Completed: 46%
2025/05/11 00:03:29 Copying disk 0, Completed: 46%
2025/05/11 00:03:29 Copying disk 0, Completed: 46%
2025/05/11 00:03:30 Copying disk 0, Completed: 46%
2025/05/11 00:03:30 Copying disk 0, Completed: 46%
2025/05/11 00:03:31 Copying disk 0, Completed: 46%
2025/05/11 00:03:31 Copying disk 0, Completed: 46%
2025/05/11 00:03:32 Copying disk 0, Completed: 46%
2025/05/11 00:03:32 Copying disk 0, Completed: 46%
2025/05/11 00:03:33 Copying disk 0, Completed: 46%
2025/05/11 00:03:33 Copying disk 0, Completed: 46%
2025/05/11 00:03:34 Copying disk 0, Completed: 46%
2025/05/11 00:03:34 Copying disk 0, Completed: 46%
2025/05/11 00:03:35 Copying disk 0, Completed: 46%
2025/05/11 00:03:35 Copying disk 0, Completed: 46%
2025/05/11 00:03:36 Copying disk 0, Completed: 46%
2025/05/11 00:03:36 Copying disk 0, Completed: 46%
2025/05/11 00:03:37 Copying disk 0, Completed: 47%
2025/05/11 00:03:37 Copying disk 0, Completed: 47%
2025/05/11 00:03:38 Copying disk 0, Completed: 47%
2025/05/11 00:03:38 Copying disk 0, Completed: 47%
2025/05/11 00:03:39 Copying disk 0, Completed: 47%
2025/05/11 00:03:39 Copying disk 0, Completed: 47%
2025/05/11 00:03:40 Copying disk 0, Completed: 47%
2025/05/11 00:03:40 Copying disk 0, Completed: 47%
2025/05/11 00:03:41 Copying disk 0, Completed: 47%
2025/05/11 00:03:41 Copying disk 0, Completed: 47%
2025/05/11 00:03:42 Copying disk 0, Completed: 47%
2025/05/11 00:03:42 Copying disk 0, Completed: 47%
2025/05/11 00:03:43 Copying disk 0, Completed: 47%
2025/05/11 00:03:43 Copying disk 0, Completed: 47%
2025/05/11 00:03:44 Copying disk 0, Completed: 47%
2025/05/11 00:03:44 Copying disk 0, Completed: 47%
2025/05/11 00:03:45 Copying disk 0, Completed: 47%
2025/05/11 00:03:45 Copying disk 0, Completed: 47%
2025/05/11 00:03:46 Copying disk 0, Completed: 47%
2025/05/11 00:03:46 Copying disk 0, Completed: 47%
2025/05/11 00:03:47 Copying disk 0, Completed: 47%
2025/05/11 00:03:47 Copying disk 0, Completed: 47%
2025/05/11 00:03:48 Copying disk 0, Completed: 47%
2025/05/11 00:03:48 Copying disk 0, Completed: 47%
2025/05/11 00:03:49 Copying disk 0, Completed: 47%
2025/05/11 00:03:49 Copying disk 0, Completed: 47%
2025/05/11 00:03:50 Copying disk 0, Completed: 47%
2025/05/11 00:03:50 Copying disk 0, Completed: 47%
2025/05/11 00:03:51 Copying disk 0, Completed: 47%
2025/05/11 00:03:51 Copying disk 0, Completed: 47%
2025/05/11 00:03:52 Copying disk 0, Completed: 47%
2025/05/11 00:03:52 Copying disk 0, Completed: 47%
2025/05/11 00:03:53 Copying disk 0, Completed: 47%
2025/05/11 00:03:53 Copying disk 0, Completed: 47%
2025/05/11 00:03:54 Copying disk 0, Completed: 47%
2025/05/11 00:03:54 Copying disk 0, Completed: 47%
2025/05/11 00:03:55 Copying disk 0, Completed: 47%
2025/05/11 00:03:55 Copying disk 0, Completed: 47%
2025/05/11 00:03:56 Copying disk 0, Completed: 47%
2025/05/11 00:03:56 Copying disk 0, Completed: 47%
2025/05/11 00:03:57 Copying disk 0, Completed: 47%
2025/05/11 00:03:57 Copying disk 0, Completed: 48%
2025/05/11 00:03:58 Copying disk 0, Completed: 48%
2025/05/11 00:03:59 Copying disk 0, Completed: 48%
2025/05/11 00:03:59 Copying disk 0, Completed: 48%
2025/05/11 00:03:59 Copying disk 0, Completed: 48%
2025/05/11 00:04:00 Copying disk 0, Completed: 48%
2025/05/11 00:04:01 Copying disk 0, Completed: 48%
2025/05/11 00:04:01 Copying disk 0, Completed: 48%
